;Year_Birth;Education;Marital_Status;Income;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Expenditure;Household Size;year_birth_check;Is_Parent
1582;The Baby Boomer Generation;Graduation;Divorced;82460.0;209;78;5.541263545158426;3.8501476017100584;6.35088571671474;3.9512437185814275;3.4657359027997265;2.70805020110221;0.0;1.6094379124341003;1.0986122886681098;6;0.0;no;no;no;no;no;no;no;974;1;749;yes
1583;Generation X;Master;Together;45903.0;67;80;3.4965075614664802;2.0794415416798357;2.302585092994046;0.6931471805599453;2.302585092994046;1.0986122886681098;0.6931471805599453;0.6931471805599453;0.0;3;1.3862943611198906;no;no;no;no;no;no;no;66;3;1060;no
1584;Millennials;Graduation;Divorced;81361.0;124;18;5.093750200806762;3.1354942159291497;6.049733455231958;3.295836866004329;4.174387269895637;4.330733340286331;0.0;1.0986122886681098;2.302585092994046;13;0.0;no;no;no;no;no;no;yes;778;1;380;yes
1585;Generation X;PhD;Divorced;35860.0;41;37;2.70805020110221;0.0;2.0794415416798357;1.3862943611198906;0.6931471805599453;2.995732273553991;0.6931471805599453;0.0;0.0;2;1.6094379124341003;yes;no;no;no;no;no;yes;49;3;1060;no
1586;The Baby Boomer Generation;Master;Together;40442.0;679;52;3.8066624897703196;2.4849066497880004;3.9512437185814275;3.2188758248682006;3.091042453358316;2.5649493574615367;1.3862943611198906;1.0986122886681098;0.0;4;1.9459101490553132;no;no;no;no;no;no;yes;169;4;749;no
1587;Generation X;Graduation;Married;61482.0;2;39;3.871201010907891;4.060443010546419;4.219507705176107;2.772588722239781;4.189654742026425;3.7612001156935624;0.0;1.0986122886681098;0.6931471805599453;6;0.6931471805599453;no;no;no;no;no;no;no;299;2;1060;yes
1588;Generation X;Graduation;Married;34968.0;445;11;5.062595033026967;1.791759469228055;3.8066624897703196;2.0794415416798357;0.6931471805599453;0.6931471805599453;1.9459101490553132;1.0986122886681098;0.6931471805599453;5;1.9459101490553132;no;no;no;no;no;no;no;221;3;1060;no
1589;Millennials;Graduation;Married;75794.0;187;33;6.625392368007956;5.075173815233827;6.437751649736401;4.143134726391533;3.4657359027997265;3.871201010907891;0.0;1.9459101490553132;1.6094379124341003;12;1.0986122886681098;no;no;no;yes;no;no;no;1682;2;380;yes
1590;The Baby Boomer Generation;PhD;Together;31497.0;570;22;4.68213122712422;0.0;3.332204510175204;2.5649493574615367;0.0;1.3862943611198906;0.6931471805599453;1.0986122886681098;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;155;3;749;no
1591;The Baby Boomer Generation;Graduation;Married;74268.0;500;83;5.293304824724492;4.189654742026425;5.752572638825633;4.574710978503383;5.159055299214529;3.713572066704308;0.0;1.3862943611198906;1.0986122886681098;5;0.6931471805599453;no;no;no;no;no;no;no;892;2;749;yes
1592;Millennials;Basic;Together;13724.0;667;43;0.6931471805599453;1.9459101490553132;1.6094379124341003;0.6931471805599453;2.70805020110221;3.295836866004329;0.0;0.6931471805599453;0.0;2;2.1972245773362196;yes;no;no;no;no;no;no;58;3;380;no
1593;Generation X;Master;Together;45143.0;307;74;5.308267697401205;1.6094379124341003;4.30406509320417;2.3978952727983707;1.6094379124341003;2.6390573296152584;1.0986122886681098;1.791759469228055;0.0;5;1.9459101490553132;no;no;no;no;no;no;no;311;3;1060;no
1594;Generation X;PhD;Single;52569.0;85;54;4.442651256490317;0.0;1.0986122886681098;0.0;0.0;1.9459101490553132;0.0;0.6931471805599453;0.0;4;1.0986122886681098;no;no;no;no;no;no;no;95;2;1060;no
1595;Generation X;PhD;Single;48432.0;619;3;5.7745515455444085;1.0986122886681098;3.912023005428146;1.3862943611198906;1.0986122886681098;3.7376696182833684;1.6094379124341003;1.9459101490553132;0.0;6;2.0794415416798357;no;no;no;no;no;no;yes;424;2;1060;no
1596;The Baby Boomer Generation;Master;Together;17144.0;134;96;2.8903717578961645;0.6931471805599453;2.9444389791664403;0.0;0.6931471805599453;1.791759469228055;1.6094379124341003;1.0986122886681098;0.0;4;1.9459101490553132;no;no;no;no;no;no;no;47;4;749;no
1597;Millennials;Graduation;Single;36108.0;257;68;4.948759890378168;2.0794415416798357;4.859812404361672;1.0986122886681098;2.3978952727983707;3.8501476017100584;1.0986122886681098;1.9459101490553132;0.0;4;2.1972245773362196;yes;no;no;no;no;no;no;339;2;380;no
1598;Generation X;Graduation;Married;76445.0;639;2;6.6052979209482015;4.672828834461906;5.733341276897746;4.941642422609304;4.382026634673881;3.5553480614894135;0.0;0.6931471805599453;1.6094379124341003;13;1.791759469228055;no;no;no;no;no;no;no;1410;3;1060;no
1599;Generation X;PhD;Married;36663.0;65;40;2.8903717578961645;0.0;1.791759469228055;1.0986122886681098;1.0986122886681098;1.6094379124341003;0.0;0.0;0.0;3;0.6931471805599453;no;no;no;no;no;no;no;35;3;1060;no
1600;Generation X;Master;Married;53843.0;367;64;5.934894195619588;0.0;4.477336814478207;2.9444389791664403;1.3862943611198906;4.290459441148391;1.3862943611198906;2.0794415416798357;1.6094379124341003;3;1.9459101490553132;no;no;no;no;no;no;no;562;3;1060;no
1601;The Baby Boomer Generation;Master;Married;90226.0;641;26;6.9874902470009905;4.68213122712422;6.47543271670409;5.53338948872752;5.017279836814924;4.68213122712422;0.0;1.3862943611198906;1.9459101490553132;12;0.6931471805599453;no;no;no;yes;no;no;no;2352;2;749;yes
1602;The Baby Boomer Generation;Master;Divorced;70638.0;393;69;6.923628628138427;2.4849066497880004;5.3706380281276624;2.772588722239781;2.4849066497880004;4.143134726391533;0.0;1.3862943611198906;1.6094379124341003;10;1.0986122886681098;no;yes;no;no;no;no;no;1334;1;749;yes
1603;The Baby Boomer Generation;Graduation;Together;44512.0;303;57;3.1354942159291497;0.0;1.791759469228055;0.0;0.0;0.6931471805599453;0.6931471805599453;0.0;0.0;3;1.3862943611198906;no;no;no;no;no;no;no;32;4;749;no
1604;The Baby Boomer Generation;Graduation;Married;27116.0;119;78;2.4849066497880004;0.0;3.044522437723423;0.6931471805599453;0.6931471805599453;1.0986122886681098;0.6931471805599453;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;41;4;749;no
1605;The Baby Boomer Generation;PhD;Married;54072.0;337;71;3.5553480614894135;0.0;1.3862943611198906;0.0;0.0;0.0;0.0;0.6931471805599453;0.0;2;2.0794415416798357;no;no;no;no;no;no;no;39;4;749;no
1606;Generation X;Graduation;Married;71855.0;529;59;6.306275286948016;3.4339872044851463;6.045005314036012;0.0;4.718498871295094;3.332204510175204;1.3862943611198906;1.6094379124341003;1.6094379124341003;11;1.0986122886681098;no;no;no;no;no;no;no;1141;3;1060;no
1607;Millennials;2nd_Cycle;Single;51250.0;456;28;5.834810737062605;3.4657359027997265;5.438079308923196;3.5263605246161616;3.4657359027997265;3.6888794541139363;1.6094379124341003;2.302585092994046;1.6094379124341003;4;2.1972245773362196;yes;no;no;no;no;no;no;710;2;380;no
1608;Generation X;Master;Married;60432.0;112;61;5.8998973535824915;1.0986122886681098;2.70805020110221;1.3862943611198906;1.0986122886681098;2.3978952727983707;1.6094379124341003;1.9459101490553132;0.6931471805599453;5;1.791759469228055;no;no;no;no;no;no;no;401;3;1060;no
1609;The Baby Boomer Generation;PhD;Married;65526.0;79;22;5.983936280687191;2.9444389791664403;4.23410650459726;2.4849066497880004;0.0;2.1972245773362196;0.0;1.3862943611198906;1.3862943611198906;8;0.6931471805599453;no;no;no;no;no;no;no;506;3;749;no
1610;Millennials;Graduation;Single;68655.0;688;95;6.1224928095143865;2.9444389791664403;6.723832440821209;4.31748811353631;4.770684624465665;3.6375861597263857;0.0;1.3862943611198906;1.6094379124341003;11;1.0986122886681098;no;no;no;no;no;no;no;1538;1;380;yes
1611;Generation X;2nd_Cycle;Married;12393.0;572;38;1.6094379124341003;1.791759469228055;2.70805020110221;2.3978952727983707;1.9459101490553132;2.5649493574615367;0.0;0.6931471805599453;0.0;3;2.1972245773362196;no;no;no;no;no;no;no;57;2;1060;yes
1612;Millennials;Graduation;Single;64509.0;316;19;6.728628613084702;5.220355825078324;6.354370040797351;3.1780538303479458;3.2188758248682006;4.343805421853684;0.0;1.791759469228055;1.0986122886681098;9;1.3862943611198906;yes;no;no;no;no;no;yes;1722;1;380;yes
1613;Generation X;Graduation;Single;33955.0;324;92;4.605170185988092;0.6931471805599453;4.852030263919617;3.1354942159291497;1.9459101490553132;2.302585092994046;1.3862943611198906;1.6094379124341003;0.0;5;2.0794415416798357;no;no;no;no;no;no;no;270;2;1060;no
1614;Generation X;Graduation;Married;31353.0;182;24;2.302585092994046;0.0;2.302585092994046;1.0986122886681098;0.0;1.9459101490553132;0.6931471805599453;0.0;0.0;2;2.0794415416798357;no;no;no;no;no;no;yes;31;4;1060;no
1615;Millennials;Graduation;Married;55434.0;267;21;5.472270673671475;4.74493212836325;5.3706380281276624;5.1298987149230735;4.23410650459726;4.330733340286331;1.0986122886681098;1.6094379124341003;1.0986122886681098;13;1.3862943611198906;no;no;no;no;no;no;no;882;3;380;no
1616;Millennials;Graduation;Together;28359.0;245;35;1.791759469228055;0.0;1.6094379124341003;0.6931471805599453;0.0;0.6931471805599453;0.0;0.0;0.0;2;1.9459101490553132;no;no;no;no;no;no;no;16;3;380;no
1617;Millennials;Graduation;Single;57100.0;42;9;5.062595033026967;2.3978952727983707;4.59511985013459;2.70805020110221;2.3978952727983707;2.833213344056216;0.6931471805599453;1.0986122886681098;0.6931471805599453;7;1.0986122886681098;no;no;no;no;no;no;no;311;2;380;no
1618;Generation X;Graduation;Married;69139.0;153;23;4.454347296253507;2.4849066497880004;4.31748811353631;3.4965075614664802;2.70805020110221;1.791759469228055;0.0;1.3862943611198906;0.0;5;1.3862943611198906;no;no;no;no;no;no;no;227;3;1060;no
1619;The Baby Boomer Generation;Master;Married;52973.0;598;92;6.752270376141742;0.0;4.330733340286331;2.4849066497880004;2.1972245773362196;5.293304824724492;1.9459101490553132;2.1972245773362196;1.791759469228055;9;2.0794415416798357;no;no;no;no;no;no;no;1152;3;749;no
1620;Generation X;PhD;Together;51717.0;313;55;4.584967478670572;0.0;2.833213344056216;0.0;0.0;1.6094379124341003;0.0;1.0986122886681098;0.0;4;1.9459101490553132;no;yes;no;no;no;no;no;122;3;1060;no
1621;Generation X;Graduation;Married;18793.0;533;14;1.3862943611198906;2.772588722239781;2.995732273553991;0.0;2.833213344056216;2.995732273553991;1.0986122886681098;0.6931471805599453;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;77;3;1060;no
1622;Millennials;2nd_Cycle;Together;66664.0;642;78;5.986452005284438;4.564348191467836;6.102558594613569;5.393627546352362;4.564348191467836;3.4657359027997265;0.0;1.6094379124341003;1.9459101490553132;6;1.0986122886681098;no;no;no;no;no;no;no;1289;2;380;yes
1623;The Baby Boomer Generation;Graduation;Single;50664.0;529;64;5.746203190540153;2.0794415416798357;4.6443908991413725;1.791759469228055;1.3862943611198906;4.836281906951478;2.1972245773362196;2.0794415416798357;0.0;6;2.1972245773362196;no;no;no;no;no;no;no;561;3;749;no
1624;The Baby Boomer Generation;Graduation;Together;54414.0;522;49;4.6913478822291435;2.8903717578961645;2.772588722239781;3.1780538303479458;3.258096538021482;2.8903717578961645;1.3862943611198906;1.0986122886681098;0.0;5;1.3862943611198906;no;no;no;no;no;no;no;211;4;749;no
1625;The Baby Boomer Generation;PhD;Married;54549.0;118;8;5.375278407684165;0.6931471805599453;1.791759469228055;0.0;0.0;2.1972245773362196;0.6931471805599453;1.6094379124341003;0.0;4;1.9459101490553132;no;no;no;no;no;no;no;233;3;749;no
1626;Generation X;PhD;Widow;47111.0;659;35;6.38856140554563;4.2626798770413155;5.030437921392435;4.787491742782046;4.718498871295094;3.713572066704308;1.791759469228055;1.0986122886681098;0.6931471805599453;10;2.1972245773362196;no;no;no;no;no;no;no;1092;2;1060;no
1627;The Baby Boomer Generation;PhD;Divorced;41003.0;469;11;4.812184355372417;4.890349128221754;4.955827057601261;4.2626798770413155;3.784189633918261;4.477336814478207;0.0;1.791759469228055;0.6931471805599453;8;1.791759469228055;no;no;no;no;no;no;no;601;1;749;yes
1628;Millennials;Graduation;Together;19444.0;127;8;2.772588722239781;0.0;3.1354942159291497;1.0986122886681098;0.6931471805599453;2.302585092994046;1.0986122886681098;1.3862943611198906;0.0;2;1.9459101490553132;no;no;no;no;no;no;yes;54;3;380;no
1629;Generation X;2nd_Cycle;Together;36301.0;247;53;2.3978952727983707;2.4849066497880004;3.5553480614894135;1.0986122886681098;1.6094379124341003;2.4849066497880004;0.0;1.0986122886681098;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;78;3;1060;no
1630;The Baby Boomer Generation;PhD;Together;73059.0;302;36;6.016157159698354;4.718498871295094;6.040254711277414;0.0;4.406719247264253;4.2626798770413155;0.0;2.1972245773362196;1.0986122886681098;13;1.3862943611198906;no;no;no;no;no;no;no;1095;3;749;no
1631;Generation X;PhD;Together;42731.0;251;64;5.0689042022202315;0.6931471805599453;3.9318256327243257;1.791759469228055;0.6931471805599453;3.1780538303479458;1.0986122886681098;1.3862943611198906;0.0;5;1.6094379124341003;no;no;no;no;no;no;no;244;3;1060;no
1632;The Baby Boomer Generation;PhD;Married;52854.0;97;43;4.653960350157523;0.0;2.302585092994046;0.0;0.0;0.0;0.6931471805599453;0.6931471805599453;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;116;4;749;no
1633;Generation X;Graduation;Together;22775.0;375;40;1.6094379124341003;0.0;2.0794415416798357;0.0;0.0;0.0;0.0;0.0;0.0;2;2.0794415416798357;no;no;no;no;no;no;no;15;3;1060;no
1634;The Baby Boomer Generation;PhD;Together;46681.0;264;52;5.594711379601839;2.70805020110221;4.23410650459726;2.70805020110221;2.9444389791664403;3.6375861597263857;0.6931471805599453;1.3862943611198906;1.791759469228055;4;1.6094379124341003;no;no;no;no;no;no;no;425;4;749;no
1635;The Baby Boomer Generation;PhD;Married;59821.0;443;11;6.444131256700441;0.0;4.248495242049359;0.0;0.0;3.5553480614894135;1.791759469228055;2.3978952727983707;0.6931471805599453;7;2.0794415416798357;no;no;no;no;no;no;no;734;3;749;no
1636;The Baby Boomer Generation;Graduation;Divorced;50002.0;377;21;6.093569770045136;1.6094379124341003;4.2626798770413155;3.044522437723423;2.772588722239781;4.406719247264253;0.6931471805599453;2.0794415416798357;0.6931471805599453;7;1.9459101490553132;no;no;no;no;no;no;no;638;2;749;no
1637;The Silent Generation;Graduation;Married;69755.0;270;23;5.37989735354046;4.343805421853684;5.921578419643816;4.709530201312334;3.1354942159291497;4.532599493153256;0.0;1.0986122886681098;1.791759469228055;12;0.0;no;no;no;no;no;no;no;894;2;23;yes
1638;Generation X;Graduation;Married;44078.0;10;17;3.1780538303479458;0.0;2.302585092994046;0.6931471805599453;0.0;1.3862943611198906;0.6931471805599453;0.6931471805599453;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;41;4;1060;no
1639;Generation X;Master;Together;30560.0;367;6;2.1972245773362196;0.0;1.6094379124341003;1.3862943611198906;1.6094379124341003;1.9459101490553132;0.0;0.0;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;31;3;1060;no
1640;Generation X;Master;Together;35924.0;98;56;2.0794415416798357;0.0;2.6390573296152584;0.6931471805599453;1.0986122886681098;1.9459101490553132;0.0;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;34;4;1060;no
1641;The Baby Boomer Generation;PhD;Divorced;64140.0;279;71;7.285506548522785;0.0;4.110873864173311;0.0;2.70805020110221;5.3706380281276624;1.6094379124341003;0.6931471805599453;1.6094379124341003;6;1.6094379124341003;yes;no;yes;no;yes;no;yes;1750;3;749;no
1642;Millennials;Graduation;Together;56386.0;610;51;5.438079308923196;3.871201010907891;5.365976015021851;2.5649493574615367;3.4657359027997265;4.31748811353631;2.0794415416798357;2.1972245773362196;0.0;7;2.1972245773362196;no;no;no;no;no;no;no;612;4;380;no
1643;Generation X;Basic;Together;24594.0;201;94;0.0;1.0986122886681098;1.791759469228055;2.302585092994046;0.0;2.1972245773362196;0.0;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;29;3;1060;no
1644;Millennials;2nd_Cycle;Together;75774.0;58;27;5.8289456176102075;3.044522437723423;4.897839799950911;5.552959584921617;2.6390573296152584;4.02535169073515;0.0;1.9459101490553132;1.6094379124341003;8;1.3862943611198906;no;no;no;no;no;no;no;823;3;380;no
1645;The Baby Boomer Generation;Master;Divorced;39228.0;415;1;1.9459101490553132;0.0;1.791759469228055;0.0;1.0986122886681098;1.0986122886681098;0.0;0.0;0.0;3;1.3862943611198906;no;no;no;no;no;no;no;20;1;749;yes
1646;Generation X;Master;Married;58494.0;199;56;5.697093486505405;1.9459101490553132;4.219507705176107;1.3862943611198906;0.0;2.9444389791664403;0.6931471805599453;1.791759469228055;0.6931471805599453;6;1.791759469228055;no;no;no;no;no;no;no;396;3;1060;no
1647;Millennials;Graduation;Single;58684.0;13;71;6.171700597410915;3.5553480614894135;5.187385805840755;3.332204510175204;1.9459101490553132;4.442651256490317;0.0;1.6094379124341003;1.0986122886681098;12;0.6931471805599453;no;yes;no;no;no;no;no;813;1;380;yes
1648;Generation X;Graduation;Divorced;57136.0;407;18;5.58724865840025;4.941642422609304;6.395261598115449;3.5263605246161616;2.4849066497880004;4.844187086458591;0.0;1.9459101490553132;1.6094379124341003;7;1.791759469228055;no;no;no;no;no;no;yes;1179;1;1060;yes
1649;The Baby Boomer Generation;PhD;Widow;56551.0;53;48;4.204692619390966;1.3862943611198906;3.4657359027997265;2.833213344056216;0.6931471805599453;2.772588722239781;1.0986122886681098;0.6931471805599453;0.0;4;1.3862943611198906;no;no;no;no;no;no;no;138;3;749;no
1650;Millennials;Graduation;Married;22448.0;123;86;1.0986122886681098;0.0;2.0794415416798357;3.1354942159291497;0.6931471805599453;2.8903717578961645;1.0986122886681098;0.6931471805599453;0.0;3;1.0986122886681098;no;no;no;no;no;no;no;55;3;380;no
1651;The Baby Boomer Generation;Graduation;Single;82014.0;678;48;6.887552571664617;3.6109179126442243;5.579729825986222;3.5553480614894135;5.093750200806762;3.4339872044851463;0.0;1.0986122886681098;1.791759469228055;12;1.791759469228055;no;no;no;no;no;no;yes;1511;1;749;yes
1652;The Baby Boomer Generation;Graduation;Widow;34213.0;660;2;3.912023005428146;1.3862943611198906;3.332204510175204;1.791759469228055;1.0986122886681098;3.258096538021482;1.0986122886681098;1.0986122886681098;0.0;2;2.1972245773362196;no;no;no;no;no;no;yes;117;3;749;no
1653;Generation X;Graduation;Together;157146.0;426;13;0.0;0.0;7.45298232946546;0.6931471805599453;0.0;0.0;0.0;0.0;3.332204510175204;0;0.0;no;no;no;no;no;no;no;1730;2;1060;yes
1654;The Baby Boomer Generation;PhD;Widow;25358.0;342;57;2.9444389791664403;0.0;1.6094379124341003;0.0;0.0;2.0794415416798357;0.6931471805599453;0.0;0.0;3;1.791759469228055;no;no;no;no;no;no;no;32;2;749;no
1655;Generation X;Master;Single;35544.0;113;77;3.4011973816621555;1.6094379124341003;3.1354942159291497;1.3862943611198906;0.0;1.3862943611198906;0.0;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;67;2;1060;no
1656;The Baby Boomer Generation;Master;Together;36634.0;397;0;5.3612921657094255;2.1972245773362196;4.330733340286331;1.3862943611198906;1.0986122886681098;3.4011973816621555;1.0986122886681098;1.6094379124341003;0.6931471805599453;5;1.9459101490553132;no;no;no;no;no;no;no;335;3;749;no
1657;The Baby Boomer Generation;PhD;Married;62670.0;147;57;6.289715570908998;3.4011973816621555;4.5217885770490405;4.382026634673881;3.828641396489095;3.6375861597263857;0.0;1.6094379124341003;1.0986122886681098;13;1.0986122886681098;no;no;no;no;no;no;no;825;3;749;no
1658;Generation X;2nd_Cycle;Together;50334.0;340;24;5.648974238161206;2.772588722239781;5.075173815233827;4.430816798843313;2.772588722239781;4.897839799950911;1.791759469228055;1.9459101490553132;1.3862943611198906;6;1.791759469228055;no;no;no;no;no;no;no;694;3;1060;no
1659;Millennials;Graduation;Single;72066.0;6;55;6.910750787961936;3.5263605246161616;6.284134161070802;4.897839799950911;3.9318256327243257;3.5263605246161616;0.0;1.3862943611198906;1.791759469228055;6;0.6931471805599453;no;no;yes;yes;no;no;yes;1792;1;380;yes
1660;The Baby Boomer Generation;PhD;Single;50729.0;423;62;5.476463551931511;2.5649493574615367;4.962844630259907;3.8066624897703196;1.3862943611198906;3.9512437185814275;2.1972245773362196;1.791759469228055;0.6931471805599453;7;1.791759469228055;no;no;no;no;no;no;no;496;3;749;no
1661;Generation X;Graduation;Together;34916.0;410;89;3.9318256327243257;3.1354942159291497;4.406719247264253;3.4965075614664802;0.0;3.7376696182833684;1.3862943611198906;1.6094379124341003;0.0;3;2.1972245773362196;no;no;no;no;no;no;no;231;4;1060;no
1662;Generation X;Graduation;Divorced;64892.0;31;77;6.267200548541362;3.1780538303479458;5.438079308923196;3.4657359027997265;3.1780538303479458;4.174387269895637;0.6931471805599453;1.791759469228055;1.3862943611198906;12;1.3862943611198906;no;no;no;no;no;no;no;902;2;1060;no
1663;Generation X;Graduation;Single;43602.0;170;45;2.9444389791664403;1.6094379124341003;2.4849066497880004;2.302585092994046;1.0986122886681098;2.9444389791664403;1.0986122886681098;1.0986122886681098;0.0;2;1.791759469228055;no;no;no;no;no;no;no;68;3;1060;no
1664;Millennials;PhD;Single;33996.0;291;46;3.6888794541139363;0.6931471805599453;2.70805020110221;2.0794415416798357;0.0;1.791759469228055;0.0;0.0;0.0;3;1.3862943611198906;no;no;no;no;no;no;no;71;1;380;yes
1665;Millennials;2nd_Cycle;Single;41473.0;375;80;3.044522437723423;2.0794415416798357;2.995732273553991;2.70805020110221;1.0986122886681098;2.1972245773362196;0.0;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;76;2;380;no
1666;Generation X;PhD;Married;63246.0;313;60;6.385194398997726;3.4011973816621555;4.51085950651685;3.367295829986474;3.091042453358316;1.9459101490553132;0.0;1.791759469228055;1.0986122886681098;12;1.3862943611198906;no;no;no;no;no;no;no;772;4;1060;no
1667;The Baby Boomer Generation;PhD;Married;36732.0;182;71;3.044522437723423;1.6094379124341003;1.0986122886681098;2.302585092994046;0.0;1.9459101490553132;1.0986122886681098;0.0;0.0;4;0.6931471805599453;no;no;no;no;no;no;no;47;4;749;no
1668;Generation X;PhD;Married;69084.0;222;43;7.074116816197362;4.672828834461906;5.293304824724492;3.6635616461296463;3.4011973816621555;3.4011973816621555;0.6931471805599453;1.9459101490553132;1.0986122886681098;13;2.0794415416798357;no;no;no;no;no;no;no;1586;3;1060;no
1669;Generation X;PhD;Married;77766.0;492;97;6.911747300251674;4.07753744390572;5.579729825986222;4.74493212836325;4.07753744390572;3.295836866004329;0.6931471805599453;2.3978952727983707;2.302585092994046;11;1.791759469228055;yes;no;no;no;no;no;yes;1529;3;1060;no
1670;Millennials;PhD;Single;37929.0;334;49;5.308267697401205;0.6931471805599453;3.828641396489095;1.0986122886681098;0.6931471805599453;2.302585092994046;0.6931471805599453;1.3862943611198906;0.6931471805599453;5;1.9459101490553132;no;yes;no;yes;no;no;yes;265;1;380;yes
1671;The Baby Boomer Generation;Graduation;Together;86610.0;297;66;6.100318952020064;4.672828834461906;6.643789733147672;3.4965075614664802;5.278114659230517;3.970291913552122;0.0;1.6094379124341003;1.791759469228055;6;0.6931471805599453;no;no;no;no;no;no;no;1603;2;749;yes
1672;Millennials;Master;Married;80141.0;534;20;7.076653815443951;4.624972813284271;6.511745329644728;3.9512437185814275;3.6888794541139363;3.6888794541139363;0.0;1.9459101490553132;1.3862943611198906;10;1.791759469228055;no;no;yes;no;no;no;yes;2091;2;380;yes
1673;The Baby Boomer Generation;2nd_Cycle;Married;72635.0;391;54;5.966146739123692;3.091042453358316;5.777652323222656;4.6443908991413725;3.5553480614894135;4.672828834461906;0.0;1.791759469228055;2.0794415416798357;6;1.0986122886681098;no;no;no;yes;no;no;no;981;2;749;yes
1674;Generation X;Graduation;Married;69016.0;584;61;6.587550014824796;3.970291913552122;5.8944028342648505;4.812184355372417;4.672828834461906;5.081404364984463;1.3862943611198906;2.0794415416798357;2.1972245773362196;13;1.6094379124341003;no;no;no;no;no;no;no;1533;3;1060;no
1675;Millennials;2nd_Cycle;Together;20193.0;578;18;2.0794415416798357;2.0794415416798357;3.091042453358316;3.1780538303479458;2.3978952727983707;2.1972245773362196;0.0;0.0;0.0;4;1.3862943611198906;no;no;no;no;no;no;no;82;2;380;yes
1676;Generation X;Graduation;Married;27573.0;461;45;3.912023005428146;2.70805020110221;4.700480365792417;3.6635616461296463;2.70805020110221;2.70805020110221;1.3862943611198906;1.6094379124341003;0.0;4;2.0794415416798357;no;no;no;no;no;no;no;244;3;1060;no
1677;Generation X;Basic;Single;15862.0;367;26;0.0;0.0;1.3862943611198906;2.3978952727983707;2.1972245773362196;2.302585092994046;0.0;0.0;0.0;3;2.0794415416798357;no;no;no;no;no;no;no;36;2;1060;no
1678;Generation X;PhD;Married;49544.0;502;0;5.730099782973574;0.0;4.290459441148391;0.0;0.0;3.1354942159291497;0.6931471805599453;1.6094379124341003;0.0;8;1.9459101490553132;no;no;no;no;no;no;no;404;3;1060;no
1679;Generation X;Graduation;Married;33228.0;157;28;3.091042453358316;0.6931471805599453;3.4339872044851463;1.9459101490553132;1.3862943611198906;1.6094379124341003;0.0;0.6931471805599453;0.0;3;1.9459101490553132;no;no;no;no;no;no;no;71;3;1060;no
1680;Generation X;Graduation;Together;70440.0;264;49;6.536691597591305;4.762173934797756;6.212606095751519;4.330733340286331;4.624972813284271;4.477336814478207;0.0;1.6094379124341003;2.302585092994046;7;1.0986122886681098;no;no;no;yes;no;no;no;1572;2;1060;yes
1681;Generation X;Graduation;Together;38232.0;163;84;3.7612001156935624;1.6094379124341003;3.332204510175204;1.9459101490553132;1.791759469228055;3.4965075614664802;1.3862943611198906;1.0986122886681098;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;122;4;1060;no
1682;The Baby Boomer Generation;PhD;Married;22554.0;603;38;3.295836866004329;0.0;2.302585092994046;0.0;0.0;1.3862943611198906;1.3862943611198906;0.6931471805599453;0.0;4;1.6094379124341003;no;no;no;no;no;no;no;41;4;749;no
1683;Millennials;PhD;Married;23536.0;25;53;1.791759469228055;0.0;1.0986122886681098;0.0;0.0;0.0;0.0;0.0;0.0;3;1.0986122886681098;no;no;no;no;no;no;no;10;3;380;no
1684;The Baby Boomer Generation;Graduation;Married;49413.0;247;88;5.3230099791384085;1.9459101490553132;3.713572066704308;1.0986122886681098;0.6931471805599453;3.828641396489095;0.6931471805599453;1.3862943611198906;0.6931471805599453;5;1.6094379124341003;no;no;no;no;no;no;no;304;3;749;no
1685;Generation X;Graduation;Married;42231.0;96;99;3.1780538303479458;0.0;2.0794415416798357;0.0;0.0;1.3862943611198906;0.0;0.0;0.0;3;1.6094379124341003;no;no;no;no;no;no;no;37;4;1060;no
1686;Generation X;Master;Divorced;78789.0;690;12;6.502790045915623;3.912023005428146;6.745236349484363;3.044522437723423;4.418840607796598;4.418840607796598;0.0;1.3862943611198906;1.791759469228055;5;0.6931471805599453;no;no;no;no;no;no;yes;1754;1;1060;yes
1687;Generation X;Graduation;Together;56534.0;341;35;6.53813982376767;1.9459101490553132;4.110873864173311;2.302585092994046;0.0;3.828641396489095;1.3862943611198906;2.302585092994046;1.3862943611198906;7;2.0794415416798357;no;yes;no;no;yes;no;yes;815;3;1060;no
